date,open,high,low,close,volume
1640995200000,3676.22,3776.45,3673.46,3765.54,154143.8968
1641081600000,3765.54,3857.44,3717.3,3828.27,154791.4263
1641168000000,3828.11,3853.09,3680,3765.89,236245.8586
1641254400000,3765.89,3900.73,3713.11,3785.11,288258.5549
1641340800000,3785.1,3848,3415,3540.63,397942.0363
1641427200000,3539.82,3550.43,3300,3406.81,496745.7413
1641513600000,3406.81,3416.76,3064.42,3199.24,669631.7262
1641600000000,3198.68,3250,3000,3080.95,400692.1061
1641686400000,3080.98,3211.72,3057.35,3151.97,275874.1643
1641772800000,3151.97,3185,2928.83,3082.68,529818.3866
1641859200000,3082.87,3263.54,3051.8,3239.72,362446.7087
1641945600000,3239.73,3411.43,3206.2,3371.26,370465.8015
1642032000000,3371.6,3410,3233.43,3240.61,336234.8799
1642118400000,3240.61,3342.79,3188,3307.42,285326.3505
1642204800000,3307.42,3371.64,3261,3326.04,203100.3778
1642291200000,3326.51,3393.6,3269.62,3346.88,210782.2277
1642377600000,3346.89,3357.57,3141.1,3209.67,284063.6548
1642464000000,3209.68,3243.87,3082,3159.85,299134.2728
1642550400000,3159.85,3174.87,3000,3084.02,332996.5703
1642636800000,3084.02,3273.37,2987.15,3001.48,357596.7062
1642723200000,3001.48,3034.12,2403,2568.15,1022021.70024
1642809600000,2567.47,2626,2300,2412.18,1081357.54893
1642896000000,2412.18,2556.78,2370.8,2539.01,580497.7613
1642982400000,2539,2539.75,2159,2439.29,1123134.70389
1643068800000,2439.56,2506.55,2348.96,2458.83,510152.954
1643155200000,2459.04,2722,2402.03,2462.99,806441.62289
1643241600000,2463,2521,2316.43,2424.25,599481.7159
1643328000000,2424.02,2558.98,2357.88,2544.99,485149.8065
1643414400000,2544.99,2636.66,2520.01,2601.43,376666.8246
1643500800000,2601.43,2640,2542.5,2601.68,290770.0859
1643587200000,2601.67,2706.77,2476.07,2686.94,444584.851
1643673600000,2686.94,2813,2673.52,2787.23,390034.27362
1643760000000,2787.48,2810.88,2612.72,2680.67,447852.1228
1643846400000,2680.25,2726.64,2576.05,2695.46,405043.3931
1643932800000,2695.21,2995,2671.4,2994.99,664002.9328
1644019200000,2994.99,3060.47,2958.01,3012.65,356803.3071
1644105600000,3012.64,3074.56,2950.21,3054.99,249394.5966
1644192000000,3055,3186,2991.8,3139.77,455070.2529
1644278400000,3139.77,3232.87,3025.21,3116.69,514773.5837
1644364800000,3116.69,3269.7,3055,3243.94,370267.8913
1644451200000,3243.6,3283.66,3056.74,3072.49,578212.8383
1644537600000,3072.36,3138.62,2879,2927.54,462025.8751
1644624000000,2927.54,2985.98,2858.3,2918.88,336250.3131
1644710400000,2918.58,2954.4,2836.7,2871.13,242751.3547
1644796800000,2871.14,2964.97,2829.01,2929.75,381778.238
1644883200000,2929.75,3196.19,2912.06,3183.52,448971.754
1644969600000,3183.53,3186.77,3044.03,3122.3,319997.6244
1645056000000,3122.31,3160,2851.55,2891.87,488693.2624
1645142400000,2891.88,2943.97,2750,2779.48,502977.4069
1645228800000,2779.3,2830.96,2694.45,2763.63,293838.0025
1645315200000,2763.63,2764.64,2576,2621.99,386384.904
1645401600000,2621.99,2759.51,2558,2568.02,761838.9858
1645488000000,2568.03,2665.74,2500,2636.29,692639.4942
1645574400000,2636.28,2753.55,2575.83,2579.71,504470.1412
1645660800000,2579.7,2740,2300,2596.2,1395732.7753
1645747200000,2596.26,2834.97,2571.72,2768.49,679394.1762
1645833600000,2768.05,2878,2727.5,2779.47,418485.2529
1645920000000,2779.47,2836.33,2557.98,2616.79,650198.7785
1646006400000,2616.79,2951.6,2568.62,2920.95,733794.4488
1646092800000,2920.83,3037.94,2854.09,2976.33,673901.6976
1646179200000,2976.33,3043.91,2914.21,2947.3,614623.7461
1646265600000,2947.31,2970.97,2785,2833.99,446192.2353
1646352000000,2834,2836.17,2573,2622.1,556178.7588
1646438400000,2622.11,2685.12,2589.38,2665.15,268730.3036
1646524800000,2665.16,2676.29,2535,2551.29,336487.9099
1646611200000,2551.3,2649,2445,2491.12,620171.6787
1646697600000,2491.12,2624,2480.15,2575.97,561659.7421
1646784000000,2575.98,2775.85,2567.7,2726.98,562771.7403
1646870400000,2726.98,2733.25,2550.27,2606.7,559029.9377
1646956800000,2606.69,2676.78,2522.57,2556.86,494583.6568
1647043200000,2556.86,2616.79,2553.39,2568.8,219236.5711
1647129600000,2568.8,2603.32,2493,2515.65,316942.1601
1647216000000,2515.66,2609.6,2498.67,2589.41,386630.1912
1647302400000,2589.42,2669,2507,2617.73,461202.3014
1647388800000,2617.74,2788,2603.38,2773.81,666224.7217
1647475200000,2773.8,2836,2746.42,2811.92,379312.541
1647561600000,2811.91,2984,2765.59,2938.92,556535.7966
1647648000000,2938.84,2987.7,2890.86,2950.84,325971.5398
1647734400000,2950.85,2964.17,2817.21,2861.38,377608.8214
1647820800000,2861.39,2960.57,2829.81,2890.03,450223.9073
1647907200000,2890.03,3052.85,2886.43,2969.64,564868.9839
1647993600000,2969.64,3045.2,2920.65,3036,453962.7298
1648080000000,3035.99,3129.11,2999.11,3110.76,577171.5239
1648166400000,3110.75,3193.28,3076,3102.14,489099.5572
1648252800000,3102.13,3153.2,3084.9,3145,207134.847
1648339200000,3145.01,3299.37,3126.02,3295.65,335467.4145
1648425600000,3295.65,3431.15,3275.01,3332.92,527237.1133
1648512000000,3332.91,3481.87,3329.68,3400.51,465899.8226
1648598400000,3400.51,3446.9,3331.84,3385.79,356082.5231
1648684800000,3385.8,3444.83,3261.35,3281.51,455091.2395
1648771200000,3281.51,3481.29,3210.68,3455.21,532169.2392
1648857600000,3455.2,3532.2,3433.14,3443.77,499893.29
1648944000000,3443.77,3580.34,3412.11,3521.91,381581.7683
1649030400000,3521.9,3547,3405.97,3519.5,449984.1586
1649116800000,3519.5,3555,3400,3406.99,397782.7437
1649203200000,3407,3407.5,3162.39,3168.51,736273.1047
1649289600000,3168.52,3268.98,3143.15,3227.19,458179.3272
1649376000000,3227.2,3314.02,3173.52,3192.39,502422.5048
1649462400000,3192.39,3268.4,3181.28,3258.57,212444.2566
1649548800000,3258.57,3307.22,3193,3203.04,232303.2326
1649635200000,3203.04,3213.63,2950,2979.74,693394.2912
1649721600000,2979.75,3085,2950,3027.66,579522.9505
1649808000000,3027.65,3128.97,2996.86,3118.28,419101.494
1649894400000,3118.28,3145,2976.3,3021.98,408382.5572
1649980800000,3021.98,3060.92,2993.13,3040.56,249626.2981
1650067200000,3040.57,3086.1,3010.03,3059.3,176352.4165
1650153600000,3059.3,3083,2981.7,2988.06,243772.074
1650240000000,2988.07,3069.6,2883.22,3055.56,510251.6536
1650326400000,3055.56,3131,3030.34,3101.77,359375.0038
1650412800000,3101.74,3166.5,3036.45,3076.04,415000.0685
1650499200000,3076.03,3180,2942.31,2983.58,562699.697
1650585600000,2983.57,3034.32,2930.35,2962.39,452433.082
1650672000000,2962.39,2978.03,2913.89,2933.03,187576.7324
1650758400000,2933.04,2967.06,2912.09,2921,218957.0222
1650844800000,2920.99,3025.65,2797.01,3006.62,619198.3616
1650931200000,3006.63,3039.54,2767,2809.67,531184.3504
1651017600000,2809.68,2919.87,2794.46,2888.96,488951.2416
1651104000000,2888.95,2980,2853.83,2936.93,537392.9978
1651190400000,2936.92,2946.46,2776.63,2817.13,525978.147
1651276800000,2817.13,2841.63,2709.26,2726.66,367757.2469
1651363200000,2726.67,2849.9,2716.13,2824.81,442544.8792
1651449600000,2824.81,2894.22,2778.78,2856.54,521706.8567
1651536000000,2856.54,2861.47,2755.19,2781.7,371331.1796
1651622400000,2781.7,2965.85,2771.74,2940.64,548738.0668
1651708800000,2940.65,2954.65,2683,2747.97,734845.3194
1651795200000,2747.96,2758.18,2632.95,2692.85,711449.3234
1651881600000,2692.86,2704.36,2584.75,2635.34,371271.4532
1651968000000,2635.35,2642,2484,2519.71,757615.3415
1652054400000,2519.71,2530.78,2225,2228.55,1574924.9793
1652140800000,2229,2457.34,2200,2342.05,1550626.1387
1652227200000,2342.04,2451.37,2005,2084.99,2022864.83806
1652313600000,2084.99,2195,1800,1960.22,2305192.90836
1652400000000,1960.22,2147.54,1940.23,2009.69,1134042.3387
1652486400000,2009.69,2070.06,1951.21,2056.48,563788.3078
1652572800000,2056.47,2167,2000.68,2145.29,514398.2587
1652659200000,2145.29,2145.29,1979.12,2023.66,822070.8531
1652745600000,2023.66,2122.42,2008,2090.72,568249.0448
1652832000000,2090.72,2110.72,1908,1915.11,631577.2341
1652918400000,1915.11,2040.39,1903.18,2019.55,741476.9794
1653004800000,2019.55,2064,1923,1959.08,576981.5371
1653091200000,1959.08,1990.86,1937.36,1975.07,238869.7632
1653177600000,1975.06,2056.41,1966.33,2043.19,355735.1927
1653264000000,2043.19,2088.5,1957.12,1973.32,636085.0224
1653350400000,1973.33,1993.83,1913.02,1979.41,534096.972
1653436800000,1979.4,2022.34,1934.61,1942.63,524786.3091
1653523200000,1942.64,1966.01,1735,1792.23,1168740.57514
1653609600000,1792.24,1822.26,1703,1727.27,1296693.28537
1653696000000,1727.26,1808.98,1722.26,1792.22,558271.1818
1653782400000,1792.21,1827.4,1759.96,1813.64,432430.611
1653868800000,1813.64,2013,1803.18,1998.78,814922.8359
1653955200000,1998.78,2016.45,1925,1941.9,751103.4226
1654041600000,1941.9,1972.58,1763.75,1817.95,1037841.2706
1654128000000,1817.96,1853.05,1782.42,1834.08,788784.4017
1654214400000,1834.09,1843.91,1737,1775.12,741282.5346
1654300800000,1775.13,1816,1748.43,1804.58,388279.4579
1654387200000,1804.58,1830.17,1773.05,1806.23,371974.5061
1654473600000,1806.22,1920,1804.35,1859.84,804250.3567
1654560000000,1859.84,1874.98,1725.13,1813.33,1397598.2288
1654646400000,1813.33,1838.77,1765.28,1791.88,941510.1373
1654732800000,1791.88,1833,1777.33,1788.81,535310.9618
1654819200000,1788.8,1804.32,1655.93,1662.91,955035.79239
1654905600000,1662.91,1682.21,1496.74,1532.89,1220325.2542
1654992000000,1532.89,1547,1423,1434.84,1563225.37018
1655078400000,1434.84,1455,1165.45,1209.82,3626351.66536
1655164800000,1209.35,1268.45,1075.8,1208.9,2716493.80131
1655251200000,1208.9,1250,1014.4,1237.52,3114823.13621
1655337600000,1237.53,1257.85,1051.55,1068.5,1447386.8304
1655424000000,1068.5,1118,1051.11,1086.94,1220677.9491
1655510400000,1086.93,1097.58,881.56,995.13,2308983.5187
1655596800000,995.12,1158.62,936.15,1128.53,2018599.4499
1655683200000,1128.53,1170,1053,1128.24,1721772.9132
1655769600000,1128.24,1194,1109.23,1125.85,1306095.3757
1655856000000,1125.86,1127.33,1043.65,1050.19,1306959.8593
1655942400000,1050.19,1155,1045.3,1144.72,1278257.0899
1656028800000,1144.71,1245.43,1132,1225.02,1337137.483
1656115200000,1225.02,1256.77,1180,1242.36,861986.6177
1656201600000,1242.31,1280,1194.6,1197.79,884184.273
1656288000000,1197.79,1238.93,1172.49,1192.51,868734.2061
1656374400000,1192.51,1237.99,1136.32,1144.05,1104065.2211
1656460800000,1144.05,1156.8,1087.42,1100.21,1295517.796
