date,open,high,low,close,volume
1640995200000,0.8298,0.8557,0.8297,0.8507,136976730
1641081600000,0.8508,0.8667,0.8372,0.8586,129688032
1641168000000,0.8586,0.8587,0.8213,0.8324,178618617
1641254400000,0.8324,0.8456,0.7794,0.8228,214415744
1641340800000,0.8227,0.8372,0.7092,0.7726,370612510
1641427200000,0.7725,0.7909,0.7377,0.7791,307202277
1641513600000,0.779,0.7808,0.7287,0.7634,372926762
1641600000000,0.7634,0.7768,0.7222,0.7452,253028571
1641686400000,0.7452,0.7667,0.7381,0.753,151521399
1641772800000,0.753,0.7589,0.6967,0.7399,313080154
1641859200000,0.7399,0.7768,0.7306,0.7703,254065075
1641945600000,0.7702,0.816,0.757,0.7987,295701910
1642032000000,0.7986,0.8024,0.7604,0.768,227833834
1642118400000,0.7677,0.8,0.7513,0.7732,221104212
1642204800000,0.7733,0.79,0.768,0.7791,138443019
1642291200000,0.7791,0.7884,0.768,0.7784,125068081
1642377600000,0.7785,0.7805,0.7498,0.7617,181653025
1642464000000,0.7616,0.7686,0.7352,0.7509,188367099
1642550400000,0.751,0.7533,0.7231,0.7381,190555142
1642636800000,0.7381,0.7622,0.7161,0.7199,205931050
1642723200000,0.7199,0.7285,0.6112,0.6368,612944841
1642809600000,0.6368,0.6542,0.5489,0.5966,769947907.12
1642896000000,0.5966,0.6352,0.59,0.6283,331234207
1642982400000,0.6284,0.6286,0.5524,0.6118,513343471
1643068800000,0.6118,0.6243,0.5872,0.618,319618429
1643155200000,0.6178,0.6586,0.6047,0.6193,466864710
1643241600000,0.6193,0.6247,0.5893,0.6088,292543906
1643328000000,0.6089,0.614,0.5916,0.6111,221009653
1643414400000,0.6112,0.6255,0.6083,0.6174,154572094
1643500800000,0.6175,0.6232,0.5973,0.6013,146491081
1643587200000,0.6012,0.6242,0.5803,0.6174,213749309
1643673600000,0.6174,0.6308,0.6107,0.6284,174300620
1643760000000,0.6284,0.6314,0.5955,0.6006,186608762
1643846400000,0.6006,0.6116,0.5886,0.6102,168129675
1643932800000,0.6101,0.6589,0.6044,0.6555,263927174
1644019200000,0.6557,0.6869,0.65,0.6656,310296779
1644105600000,0.6656,0.688,0.6589,0.6825,157303166
1644192000000,0.6825,0.839,0.6712,0.8314,640917209
1644278400000,0.8314,0.9142,0.8034,0.8763,1048879447
1644364800000,0.8763,0.9168,0.8413,0.8697,626331950
1644451200000,0.8699,0.8975,0.821,0.8253,495010890
1644537600000,0.8253,0.8339,0.75,0.7591,482432190
1644624000000,0.759,0.8532,0.7465,0.8223,477906804
1644710400000,0.8223,0.8476,0.792,0.8057,351589704
1644796800000,0.8057,0.8127,0.7791,0.8012,304006647
1644883200000,0.8012,0.8599,0.7961,0.8515,279317316
1644969600000,0.8514,0.8532,0.8086,0.8366,252745706
1645056000000,0.8367,0.8448,0.7535,0.769,375190546
1645142400000,0.7689,0.8055,0.756,0.784,417945743
1645228800000,0.7841,0.8547,0.7696,0.8215,492929500
1645315200000,0.8215,0.8234,0.7643,0.7769,495454770
1645401600000,0.7769,0.802,0.6953,0.7018,621650777
1645488000000,0.7018,0.7266,0.6686,0.7209,597541290
1645574400000,0.7209,0.7441,0.6924,0.6967,438023003
1645660800000,0.6967,0.7226,0.6215,0.6963,986343826
1645747200000,0.6962,0.7807,0.6826,0.7699,557343038
1645833600000,0.7698,0.7955,0.7403,0.7508,520451349
1645920000000,0.7508,0.7677,0.7032,0.7215,441252224
1646006400000,0.7216,0.7938,0.7075,0.7809,444617964
1646092800000,0.7809,0.8039,0.7574,0.7839,392126769
1646179200000,0.784,0.7848,0.7562,0.7687,377602100
1646265600000,0.7688,0.7897,0.7336,0.7515,339295156
1646352000000,0.7514,0.755,0.6942,0.7127,382831997
1646438400000,0.7127,0.7693,0.7049,0.754,358200609
1646524800000,0.7539,0.7589,0.7211,0.7251,304732286
1646611200000,0.7252,0.7544,0.7033,0.7197,496407111
1646697600000,0.7196,0.7313,0.7135,0.7207,293749434
1646784000000,0.7208,0.775,0.7199,0.7658,397032109
1646870400000,0.7659,0.7797,0.7215,0.7361,397850898
1646956800000,0.7361,0.814,0.725,0.8029,526984782
1647043200000,0.8028,0.849,0.7783,0.7857,589059126
1647129600000,0.7857,0.8057,0.7508,0.7602,311279578
1647216000000,0.7602,0.7779,0.745,0.7748,326606464
1647302400000,0.7747,0.7768,0.7413,0.7657,243756136
1647388800000,0.7658,0.7945,0.7569,0.7919,350641035
1647475200000,0.7919,0.802,0.783,0.7935,264101320
1647561600000,0.7936,0.8007,0.7762,0.7965,222661984
1647648000000,0.7964,0.8268,0.7915,0.8194,248947590
1647734400000,0.8195,0.822,0.795,0.8057,185090508
1647820800000,0.8057,0.8549,0.7875,0.8373,316427663
1647907200000,0.8372,0.8653,0.8273,0.8366,305184306
1647993600000,0.8366,0.846,0.8171,0.8376,235024475
1648080000000,0.8376,0.85,0.8272,0.8428,282122073
1648166400000,0.8428,0.8459,0.8185,0.8239,214450998
1648252800000,0.8239,0.8349,0.8206,0.8327,122433652
1648339200000,0.8326,0.8582,0.8275,0.858,198619688
1648425600000,0.8579,0.93,0.8528,0.8641,479199201
1648512000000,0.864,0.8857,0.8389,0.8577,264756291
1648598400000,0.8576,0.8718,0.8455,0.8613,201046259
1648684800000,0.8613,0.8737,0.7794,0.8148,366939277
1648771200000,0.8149,0.8343,0.807,0.8277,254001232
1648857600000,0.8277,0.8499,0.8185,0.824,210041825
1648944000000,0.824,0.8519,0.8143,0.8432,159520162
1649030400000,0.8432,0.844,0.8041,0.826,216740017
1649116800000,0.8261,0.8366,0.8145,0.8164,174779509
1649203200000,0.8164,0.8184,0.7555,0.7595,348686323
1649289600000,0.7594,0.7911,0.7523,0.7871,196211648
1649376000000,0.787,0.7944,0.7463,0.7549,210639194
1649462400000,0.755,0.7668,0.7531,0.7622,102131244
1649548800000,0.7623,0.7731,0.7524,0.7543,123028708
1649635200000,0.7543,0.7558,0.6802,0.6948,354459252
1649721600000,0.6949,0.734,0.6924,0.7152,263088987
1649808000000,0.7151,0.7252,0.7017,0.7232,217937566
1649894400000,0.7232,0.7413,0.7083,0.7262,239629937
1649980800000,0.7262,0.7975,0.7261,0.7858,439676502
1650067200000,0.7859,0.7999,0.7658,0.7808,206493032
1650153600000,0.7808,0.7861,0.7477,0.7519,188468510
1650240000000,0.7519,0.7699,0.7266,0.7699,257757252
1650326400000,0.7698,0.786,0.7588,0.7749,199132020
1650412800000,0.7749,0.7753,0.742,0.7517,220246970
1650499200000,0.7517,0.7686,0.718,0.7328,241310449
1650585600000,0.7328,0.7387,0.7142,0.7179,220757625
1650672000000,0.7178,0.7267,0.7023,0.7057,163036743
1650758400000,0.7057,0.7119,0.6944,0.6981,144945400
1650844800000,0.698,0.6998,0.6451,0.6931,399434752
1650931200000,0.6931,0.7065,0.6276,0.642,355964613
1651017600000,0.642,0.663,0.6361,0.6522,277994630
1651104000000,0.6522,0.6577,0.6333,0.6428,242145728
1651190400000,0.6428,0.6464,0.5992,0.6116,322263629
1651276800000,0.6115,0.6288,0.5663,0.5845,354754733
1651363200000,0.5845,0.6125,0.576,0.607,279653905
1651449600000,0.607,0.6312,0.5984,0.6143,332748235
1651536000000,0.6143,0.628,0.5961,0.6047,284044788
1651622400000,0.6047,0.65,0.6039,0.6459,345607731
1651708800000,0.646,0.6572,0.5801,0.5981,446938464
1651795200000,0.5981,0.6164,0.5875,0.6022,363872112
1651881600000,0.6022,0.6044,0.5692,0.5808,243420987
1651968000000,0.5808,0.5833,0.5572,0.5662,335981906
1652054400000,0.5663,0.5789,0.47,0.4873,841979616.33
1652140800000,0.4872,0.5371,0.4722,0.513,900790302
1652227200000,0.513,0.5253,0.3646,0.4172,1598443681.35
1652313600000,0.4172,0.4296,0.3361,0.3856,1567507931.5
1652400000000,0.3856,0.4659,0.3813,0.4228,698396767
1652486400000,0.4229,0.441,0.3955,0.4262,442845171
1652572800000,0.4262,0.45,0.4149,0.4481,267739238
1652659200000,0.4481,0.4481,0.4087,0.4231,433909248
1652745600000,0.4231,0.4403,0.417,0.438,376428299
1652832000000,0.438,0.4428,0.4037,0.4056,370954228
1652918400000,0.4056,0.4242,0.3908,0.4205,285465302
1653004800000,0.4205,0.4407,0.4016,0.4101,358049438
1653091200000,0.4101,0.4183,0.403,0.4145,144232225
1653177600000,0.4144,0.4255,0.4101,0.4218,143783091
1653264000000,0.4217,0.4287,0.4002,0.4052,301434382
1653350400000,0.4052,0.4138,0.3908,0.4086,309724750
1653436800000,0.4087,0.4138,0.3948,0.406,414339536
1653523200000,0.4061,0.4109,0.3753,0.392,626704757
1653609600000,0.3921,0.4032,0.3764,0.3819,549974246
1653696000000,0.382,0.389,0.3805,0.3863,232996058
1653782400000,0.3863,0.3908,0.3794,0.3891,190159222
1653868800000,0.3891,0.4197,0.3866,0.4187,371239281
1653955200000,0.4188,0.4342,0.4065,0.4217,422313633
1654041600000,0.4217,0.4266,0.3887,0.398,436983828
1654128000000,0.3981,0.4072,0.3907,0.4055,350695114
1654214400000,0.4054,0.4105,0.3839,0.3904,283788604
1654300800000,0.3903,0.3944,0.3846,0.3925,134031506
1654387200000,0.3925,0.3995,0.3895,0.3953,134209649
1654473600000,0.3954,0.4099,0.394,0.4026,253767142
1654560000000,0.4027,0.4175,0.3846,0.4076,418785041
1654646400000,0.4076,0.4104,0.3947,0.4006,307076296
1654732800000,0.4007,0.4041,0.3965,0.4002,253775318
1654819200000,0.4002,0.4118,0.3762,0.3815,399808206
1654905600000,0.3815,0.3887,0.3557,0.3599,335176735
1654992000000,0.3598,0.3654,0.3394,0.3433,427316144
1655078400000,0.3433,0.3507,0.3012,0.3118,1028751993.07
1655164800000,0.3117,0.3267,0.2936,0.3214,778418633
1655251200000,0.3215,0.3469,0.298,0.3436,865192872
1655337600000,0.3436,0.3475,0.3073,0.3132,589816543
1655424000000,0.3132,0.3397,0.3105,0.321,430655102
1655510400000,0.321,0.3263,0.2872,0.3075,555977925.71
1655596800000,0.3074,0.333,0.2981,0.3264,393395495
1655683200000,0.3262,0.3289,0.3135,0.3227,356161086
1655769600000,0.3226,0.3374,0.3187,0.3294,379691157
1655856000000,0.3294,0.3297,0.319,0.3223,315095128
1655942400000,0.3223,0.3371,0.3213,0.3358,293426615
1656028800000,0.3357,0.3871,0.3348,0.3672,610286919
1656115200000,0.3672,0.3741,0.3542,0.3676,216676025
1656201600000,0.3677,0.3751,0.3576,0.3592,194186812
1656288000000,0.3591,0.3671,0.348,0.3537,274516503
1656374400000,0.3537,0.3557,0.3353,0.3375,316153206
1656460800000,0.3375,0.3417,0.3201,0.3296,329827694
1656547200000,0.3296,0.3333,0.3056,0.3321,463148646
1656633600000,0.332,0.3363,0.31,0.3139,373042743
1656720000000,0.3142,0.3181,0.3089,0.3156,179482724
1656806400000,0.3157,0.3258,0.3085,0.3215,194701668
1656892800000,0.3216,0.33,0.3146,0.3287,276890244
1656979200000,0.3287,0.331,0.3128,0.3252,332749123
1657065600000,0.3252,0.334,0.32,0.3324,295359140
1657152000000,0.3324,0.3456,0.3269,0.3422,261063763
1657238400000,0.3423,0.359,0.3359,0.3402,383269941
1657324800000,0.3403,0.3477,0.3392,0.3448,131799232
1657411200000,0.3448,0.3449,0.3197,0.3255,240237163
1657497600000,0.3256,0.3292,0.3108,0.3152,246538517
1657584000000,0.3152,0.3182,0.3078,0.3116,234067778
1657670400000,0.3117,0.326,0.302,0.3237,354463864
1657756800000,0.3236,0.334,0.3122,0.3338,323459383
1657843200000,0.3338,0.349,0.3273,0.3342,392883643
1657929600000,0.3341,0.3565,0.3313,0.3505,271487176
1658016000000,0.3504,0.3614,0.3413,0.3433,203255685
1658102400000,0.3434,0.3701,0.3429,0.3653,404237689
1658188800000,0.3652,0.3767,0.3515,0.3729,372635897
1658275200000,0.3728,0.3817,0.3572,0.3635,329852165
1658361600000,0.3635,0.3685,0.3485,0.3669,276798269
1658448000000,0.3668,0.3716,0.3541,0.3578,231304449
1658534400000,0.3578,0.3628,0.3498,0.3592,140472336
1658620800000,0.3592,0.3667,0.3558,0.3586,154710249
1658707200000,0.3585,0.3602,0.335,0.3362,250777496
1658793600000,0.3362,0.3385,0.3252,0.3372,248516564
1658880000000,0.3373,0.3597,0.3304,0.3594,270820690
1658966400000,0.3594,0.3792,0.3489,0.3739,338381188
1659052800000,0.3738,0.3799,0.3596,0.3679,276456259
1659139200000,0.3679,0.4099,0.3629,0.3879,388154871
1659225600000,0.388,0.3989,0.3782,0.3792,231814092
1659312000000,0.3791,0.386,0.371,0.3791,215729685
1659398400000,0.3791,0.3946,0.3667,0.3714,261343324
1659484800000,0.3714,0.3775,0.3631,0.3695,212254602
1659571200000,0.3695,0.375,0.3643,0.371,170860294
1659657600000,0.371,0.3785,0.3673,0.3764,178170072
1659744000000,0.3764,0.378,0.3703,0.3715,88658479
1659830400000,0.3715,0.3772,0.3682,0.3722,94432362
1659916800000,0.3723,0.3847,0.371,0.3787,221476216
1660003200000,0.3787,0.3801,0.3606,0.3672,168358813
1660089600000,0.3672,0.3815,0.3583,0.3814,218617309
1660176000000,0.3814,0.386,0.377,0.3802,212303676
1660262400000,0.3801,0.3806,0.3699,0.3796,169377982
1660348800000,0.3797,0.3876,0.3763,0.378,122728952
